cliente_id,sector_industrial,antiguedad_meses,licencias_contratadas,tipo_soporte,metodo_pago,churn
CLI-0731,Salud & Pharma,7,31,Básico,Tarjeta de Crédito,0
CLI-0732,Fintech & Banca,4,34,Básico,Transferencia Bancaria (ACH),0
CLI-0733,Retail y Comercio,8,20,Premium,PayPal Business,0
CLI-0734,Retail y Comercio,19,22,Básico,Transferencia Bancaria (ACH),1
CLI-0735,Retail y Comercio,18,9,Premium,PayPal Business,0
CLI-0736,Retail y Comercio,11,8,Premium,Tarjeta de Crédito,0
CLI-0737,Retail y Comercio,27,5,Básico,Transferencia Bancaria (ACH),1
CLI-0738,Logística y Distribución,9,10,Básico,Tarjeta de Crédito,0
CLI-0739,Salud & Pharma,20,9,Básico,PayPal Business,0
CLI-0740,Entretenimiento & Medios,10,23,Básico,Tarjeta de Crédito,0
CLI-0741,Manufactura Avanzada,33,28,Básico,PayPal Business,0
CLI-0742,Entretenimiento & Medios,17,12,Básico,Tarjeta de Crédito,0
CLI-0743,Manufactura Avanzada,8,38,Básico,Transferencia Bancaria (ACH),0
CLI-0744,Retail y Comercio,18,10,Básico,Transferencia Bancaria (ACH),1
CLI-0745,Salud & Pharma,9,26,Básico,PayPal Business,0
CLI-0746,Fintech & Banca,12,34,Básico,Tarjeta de Crédito,0
CLI-0747,Logística y Distribución,12,14,Básico,Tarjeta de Crédito,0
CLI-0748,Manufactura Avanzada,3,44,Básico,PayPal Business,0
CLI-0749,Retail y Comercio,5,5,Premium,PayPal Business,1
CLI-0750,Logística y Distribución,4,12,Premium,Transferencia Bancaria (ACH),1
CLI-0751,Retail y Comercio,8,16,Premium,PayPal Business,0
CLI-0752,Salud & Pharma,48,20,Básico,Transferencia Bancaria (ACH),1
CLI-0753,Logística y Distribución,48,5,Básico,PayPal Business,0
CLI-0754,Retail y Comercio,13,6,Básico,PayPal Business,1
CLI-0755,Salud & Pharma,14,24,Premium,PayPal Business,0
CLI-0756,Manufactura Avanzada,11,43,Básico,Transferencia Bancaria (ACH),0
CLI-0757,Manufactura Avanzada,7,24,Premium,PayPal Business,0
CLI-0758,Fintech & Banca,14,29,Básico,Tarjeta de Crédito,0
CLI-0759,Entretenimiento & Medios,15,13,Básico,Transferencia Bancaria (ACH),0
CLI-0760,Retail y Comercio,12,8,Básico,Tarjeta de Crédito,1
CLI-0761,Manufactura Avanzada,48,43,Básico,Transferencia Bancaria (ACH),0
CLI-0762,Logística y Distribución,16,20,Básico,Tarjeta de Crédito,1
CLI-0763,Retail y Comercio,10,14,Básico,Transferencia Bancaria (ACH),0
CLI-0764,Fintech & Banca,6,33,Premium,PayPal Business,0
CLI-0765,Fintech & Banca,36,43,Premium,Transferencia Bancaria (ACH),0
CLI-0766,Retail y Comercio,4,25,Premium,Tarjeta de Crédito,0
CLI-0767,Manufactura Avanzada,4,32,Premium,PayPal Business,0
CLI-0768,Manufactura Avanzada,43,50,Básico,Transferencia Bancaria (ACH),0
CLI-0769,Manufactura Avanzada,11,39,Premium,PayPal Business,0
CLI-0770,Manufactura Avanzada,15,44,Básico,Transferencia Bancaria (ACH),0
CLI-0771,Logística y Distribución,7,18,Básico,Transferencia Bancaria (ACH),0
CLI-0772,Logística y Distribución,13,10,Básico,Transferencia Bancaria (ACH),0
CLI-0773,Entretenimiento & Medios,15,22,Premium,PayPal Business,0
CLI-0774,Educación / EdTech,14,12,Premium,Tarjeta de Crédito,0
CLI-0775,Retail y Comercio,6,21,Premium,PayPal Business,0
CLI-0776,Entretenimiento & Medios,3,13,Premium,PayPal Business,0
CLI-0777,Educación / EdTech,11,28,Premium,Tarjeta de Crédito,0
CLI-0778,Fintech & Banca,3,42,Básico,PayPal Business,0
CLI-0779,Manufactura Avanzada,19,51,Básico,Transferencia Bancaria (ACH),1
CLI-0780,Educación / EdTech,7,21,Básico,Tarjeta de Crédito,1
CLI-0781,Educación / EdTech,25,9,Premium,Tarjeta de Crédito,0
CLI-0782,Salud & Pharma,3,10,Premium,Transferencia Bancaria (ACH),0
CLI-0783,Salud & Pharma,18,11,Básico,PayPal Business,0
CLI-0784,Manufactura Avanzada,21,50,Premium,PayPal Business,0
CLI-0785,Entretenimiento & Medios,21,17,Premium,PayPal Business,0
CLI-0786,Educación / EdTech,18,11,Premium,Tarjeta de Crédito,0
CLI-0787,Manufactura Avanzada,29,30,Básico,Transferencia Bancaria (ACH),0
CLI-0788,Salud & Pharma,4,16,Básico,PayPal Business,1
CLI-0789,Fintech & Banca,10,37,Básico,Transferencia Bancaria (ACH),0
CLI-0790,Retail y Comercio,26,11,Premium,PayPal Business,0
CLI-0791,Entretenimiento & Medios,4,15,Básico,PayPal Business,0
CLI-0792,Entretenimiento & Medios,4,18,Básico,PayPal Business,1
CLI-0793,Salud & Pharma,25,13,Básico,Tarjeta de Crédito,0
CLI-0794,Retail y Comercio,10,15,Básico,PayPal Business,0
CLI-0795,Retail y Comercio,6,20,Premium,Transferencia Bancaria (ACH),0
CLI-0796,Educación / EdTech,10,11,Premium,PayPal Business,0
CLI-0797,Salud & Pharma,8,5,Básico,Transferencia Bancaria (ACH),0
CLI-0798,Entretenimiento & Medios,48,14,Básico,PayPal Business,0
CLI-0799,Logística y Distribución,9,9,Premium,PayPal Business,0
CLI-0800,Salud & Pharma,12,17,Básico,Transferencia Bancaria (ACH),0
CLI-0801,Entretenimiento & Medios,15,11,Premium,Tarjeta de Crédito,0
CLI-0802,Retail y Comercio,6,16,Premium,PayPal Business,0
CLI-0803,Salud & Pharma,27,16,Básico,PayPal Business,0
CLI-0804,Salud & Pharma,5,23,Premium,Tarjeta de Crédito,1
CLI-0805,Manufactura Avanzada,7,17,Básico,Transferencia Bancaria (ACH),0
CLI-0806,Educación / EdTech,16,14,Básico,Transferencia Bancaria (ACH),1
CLI-0807,Manufactura Avanzada,22,32,Básico,PayPal Business,0
CLI-0808,Fintech & Banca,20,40,Básico,Tarjeta de Crédito,0
CLI-0809,Manufactura Avanzada,28,29,Básico,Tarjeta de Crédito,0
CLI-0810,Logística y Distribución,9,21,Básico,Tarjeta de Crédito,0
CLI-0811,Educación / EdTech,28,21,Premium,Transferencia Bancaria (ACH),0
CLI-0812,Entretenimiento & Medios,10,11,Premium,Tarjeta de Crédito,1
CLI-0813,Manufactura Avanzada,9,39,Básico,Tarjeta de Crédito,0
CLI-0814,Salud & Pharma,17,26,Premium,Transferencia Bancaria (ACH),0
CLI-0815,Entretenimiento & Medios,3,18,Premium,Transferencia Bancaria (ACH),0
CLI-0816,Educación / EdTech,48,10,Premium,Tarjeta de Crédito,0
CLI-0817,Logística y Distribución,45,8,Básico,PayPal Business,0
CLI-0818,Manufactura Avanzada,24,52,Básico,PayPal Business,0
CLI-0819,Logística y Distribución,3,17,Básico,Tarjeta de Crédito,1
CLI-0820,Entretenimiento & Medios,10,14,Básico,Tarjeta de Crédito,0
CLI-0821,Logística y Distribución,6,6,Básico,Transferencia Bancaria (ACH),0
CLI-0822,Fintech & Banca,23,23,Básico,PayPal Business,0
CLI-0823,Retail y Comercio,27,12,Premium,Tarjeta de Crédito,1
CLI-0824,Manufactura Avanzada,11,45,Premium,PayPal Business,0
CLI-0825,Retail y Comercio,6,20,Básico,Transferencia Bancaria (ACH),0
CLI-0826,Educación / EdTech,5,24,Premium,PayPal Business,0
CLI-0827,Fintech & Banca,21,52,Básico,PayPal Business,0
CLI-0828,Fintech & Banca,20,23,Básico,Tarjeta de Crédito,0
CLI-0829,Educación / EdTech,33,9,Básico,Transferencia Bancaria (ACH),0
CLI-0830,Educación / EdTech,4,6,Básico,Tarjeta de Crédito,1
CLI-0831,Retail y Comercio,7,5,Básico,Transferencia Bancaria (ACH),0
CLI-0832,Entretenimiento & Medios,4,8,Básico,Tarjeta de Crédito,1
CLI-0833,Entretenimiento & Medios,12,19,Básico,PayPal Business,0
CLI-0834,Entretenimiento & Medios,3,5,Básico,Transferencia Bancaria (ACH),1
CLI-0835,Logística y Distribución,48,27,Básico,Transferencia Bancaria (ACH),0
CLI-0836,Fintech & Banca,23,42,Premium,Tarjeta de Crédito,0
CLI-0837,Fintech & Banca,13,37,Básico,Tarjeta de Crédito,0
CLI-0838,Fintech & Banca,3,42,Básico,Transferencia Bancaria (ACH),0
CLI-0839,Retail y Comercio,23,5,Básico,Transferencia Bancaria (ACH),0
CLI-0840,Manufactura Avanzada,3,43,Básico,Tarjeta de Crédito,1
CLI-0841,Retail y Comercio,17,19,Básico,PayPal Business,0
CLI-0842,Educación / EdTech,10,19,Básico,Tarjeta de Crédito,0
CLI-0843,Fintech & Banca,3,31,Básico,Transferencia Bancaria (ACH),0
CLI-0844,Educación / EdTech,22,10,Básico,Transferencia Bancaria (ACH),0
CLI-0845,Educación / EdTech,3,18,Básico,Transferencia Bancaria (ACH),1
CLI-0846,Fintech & Banca,9,40,Básico,Tarjeta de Crédito,0
CLI-0847,Salud & Pharma,6,17,Premium,Tarjeta de Crédito,0
CLI-0848,Manufactura Avanzada,15,28,Básico,Transferencia Bancaria (ACH),0
CLI-0849,Manufactura Avanzada,26,24,Premium,Transferencia Bancaria (ACH),0
CLI-0850,Entretenimiento & Medios,7,24,Básico,PayPal Business,0
CLI-0851,Entretenimiento & Medios,37,13,Premium,Tarjeta de Crédito,0
CLI-0852,Manufactura Avanzada,20,17,Básico,Tarjeta de Crédito,0
CLI-0853,Manufactura Avanzada,5,26,Premium,PayPal Business,0
CLI-0854,Manufactura Avanzada,13,38,Básico,Tarjeta de Crédito,1
CLI-0855,Manufactura Avanzada,12,33,Básico,PayPal Business,0
CLI-0856,Manufactura Avanzada,26,42,Básico,Tarjeta de Crédito,1
CLI-0857,Entretenimiento & Medios,14,11,Básico,PayPal Business,0
CLI-0858,Educación / EdTech,11,14,Básico,Tarjeta de Crédito,0
CLI-0859,Salud & Pharma,3,17,Básico,Tarjeta de Crédito,0
CLI-0860,Salud & Pharma,48,17,Básico,Tarjeta de Crédito,0
CLI-0861,Manufactura Avanzada,45,40,Básico,Transferencia Bancaria (ACH),0
CLI-0862,Logística y Distribución,11,16,Básico,PayPal Business,0
CLI-0863,Entretenimiento & Medios,4,15,Básico,Transferencia Bancaria (ACH),0
CLI-0864,Salud & Pharma,25,15,Premium,Transferencia Bancaria (ACH),0
CLI-0865,Educación / EdTech,43,15,Premium,Tarjeta de Crédito,0
CLI-0866,Logística y Distribución,22,18,Básico,Transferencia Bancaria (ACH),0
CLI-0867,Logística y Distribución,12,9,Básico,PayPal Business,0
CLI-0868,Logística y Distribución,18,19,Básico,Transferencia Bancaria (ACH),1
CLI-0869,Salud & Pharma,14,14,Básico,Tarjeta de Crédito,0
CLI-0870,Entretenimiento & Medios,3,24,Básico,PayPal Business,0
CLI-0871,Educación / EdTech,39,18,Básico,Transferencia Bancaria (ACH),0
CLI-0872,Salud & Pharma,8,7,Premium,Transferencia Bancaria (ACH),0
CLI-0873,Salud & Pharma,21,14,Básico,Transferencia Bancaria (ACH),1
CLI-0874,Educación / EdTech,12,9,Premium,PayPal Business,1
CLI-0875,Entretenimiento & Medios,4,10,Premium,Transferencia Bancaria (ACH),1
CLI-0876,Manufactura Avanzada,48,21,Básico,Transferencia Bancaria (ACH),0
CLI-0877,Educación / EdTech,23,6,Premium,Tarjeta de Crédito,0
CLI-0878,Entretenimiento & Medios,38,5,Premium,Tarjeta de Crédito,0
CLI-0879,Salud & Pharma,15,22,Básico,PayPal Business,0
CLI-0880,Salud & Pharma,14,11,Básico,PayPal Business,0
CLI-0881,Fintech & Banca,17,31,Premium,Tarjeta de Crédito,0
CLI-0882,Fintech & Banca,4,32,Básico,Transferencia Bancaria (ACH),1
CLI-0883,Educación / EdTech,6,16,Básico,Tarjeta de Crédito,1
CLI-0884,Educación / EdTech,45,13,Básico,Transferencia Bancaria (ACH),0
CLI-0885,Logística y Distribución,11,18,Premium,Tarjeta de Crédito,0
CLI-0886,Logística y Distribución,7,30,Básico,PayPal Business,1
CLI-0887,Manufactura Avanzada,34,56,Básico,PayPal Business,0
CLI-0888,Logística y Distribución,12,12,Básico,Tarjeta de Crédito,0
CLI-0889,Salud & Pharma,15,11,Premium,Transferencia Bancaria (ACH),0
CLI-0890,Fintech & Banca,6,27,Básico,Tarjeta de Crédito,1
CLI-0891,Retail y Comercio,4,15,Básico,Tarjeta de Crédito,0
CLI-0892,Educación / EdTech,26,19,Premium,PayPal Business,0
CLI-0893,Manufactura Avanzada,8,52,Premium,PayPal Business,0
CLI-0894,Fintech & Banca,5,48,Premium,Transferencia Bancaria (ACH),0
CLI-0895,Educación / EdTech,13,11,Básico,PayPal Business,0
CLI-0896,Retail y Comercio,4,5,Premium,Transferencia Bancaria (ACH),1
CLI-0897,Manufactura Avanzada,3,48,Básico,PayPal Business,0
CLI-0898,Educación / EdTech,48,5,Básico,PayPal Business,0
CLI-0899,Salud & Pharma,8,8,Básico,Tarjeta de Crédito,0
CLI-0900,Educación / EdTech,21,10,Premium,PayPal Business,0
CLI-0901,Manufactura Avanzada,6,54,Premium,Transferencia Bancaria (ACH),0
CLI-0902,Salud & Pharma,10,19,Básico,Tarjeta de Crédito,0
CLI-0903,Fintech & Banca,8,50,Básico,PayPal Business,0
CLI-0904,Entretenimiento & Medios,9,18,Premium,Tarjeta de Crédito,0
CLI-0905,Educación / EdTech,26,23,Premium,Tarjeta de Crédito,0
CLI-0906,Logística y Distribución,4,5,Básico,PayPal Business,1
CLI-0907,Salud & Pharma,20,17,Básico,PayPal Business,0
CLI-0908,Salud & Pharma,45,11,Básico,Tarjeta de Crédito,0
CLI-0909,Retail y Comercio,7,5,Premium,PayPal Business,1
CLI-0910,Salud & Pharma,22,19,Básico,Transferencia Bancaria (ACH),1
CLI-0911,Educación / EdTech,13,5,Premium,Tarjeta de Crédito,1
CLI-0912,Salud & Pharma,27,15,Premium,PayPal Business,0
CLI-0913,Logística y Distribución,20,19,Premium,Tarjeta de Crédito,0
CLI-0914,Entretenimiento & Medios,21,14,Premium,PayPal Business,0
CLI-0915,Manufactura Avanzada,7,33,Básico,Tarjeta de Crédito,0
CLI-0916,Entretenimiento & Medios,8,18,Premium,Transferencia Bancaria (ACH),0
CLI-0917,Logística y Distribución,30,21,Básico,Tarjeta de Crédito,0
CLI-0918,Educación / EdTech,44,20,Básico,Tarjeta de Crédito,0
CLI-0919,Entretenimiento & Medios,9,17,Premium,Transferencia Bancaria (ACH),0
CLI-0920,Educación / EdTech,9,11,Básico,PayPal Business,0
CLI-0921,Salud & Pharma,28,14,Básico,Tarjeta de Crédito,0
CLI-0922,Entretenimiento & Medios,20,17,Premium,Transferencia Bancaria (ACH),0
CLI-0923,Manufactura Avanzada,14,61,Premium,PayPal Business,0
CLI-0924,Retail y Comercio,5,15,Premium,Transferencia Bancaria (ACH),0
CLI-0925,Salud & Pharma,14,9,Premium,Transferencia Bancaria (ACH),1
CLI-0926,Educación / EdTech,5,13,Básico,Transferencia Bancaria (ACH),0
CLI-0927,Retail y Comercio,7,17,Premium,Tarjeta de Crédito,0
CLI-0928,Salud & Pharma,7,19,Básico,Tarjeta de Crédito,0
CLI-0929,Fintech & Banca,14,40,Básico,PayPal Business,1
CLI-0930,Retail y Comercio,8,11,Básico,PayPal Business,0
CLI-0931,Manufactura Avanzada,16,54,Básico,PayPal Business,0
CLI-0932,Fintech & Banca,3,29,Premium,Tarjeta de Crédito,0
CLI-0933,Salud & Pharma,7,25,Básico,PayPal Business,0
CLI-0934,Salud & Pharma,3,11,Básico,PayPal Business,0
CLI-0935,Educación / EdTech,43,23,Básico,Transferencia Bancaria (ACH),0
CLI-0936,Entretenimiento & Medios,6,21,Básico,Transferencia Bancaria (ACH),0
CLI-0937,Educación / EdTech,22,13,Básico,PayPal Business,0
CLI-0938,Fintech & Banca,10,33,Premium,PayPal Business,0
CLI-0939,Fintech & Banca,3,24,Premium,Tarjeta de Crédito,0
CLI-0940,Salud & Pharma,4,15,Básico,Tarjeta de Crédito,0
CLI-0941,Manufactura Avanzada,21,32,Básico,PayPal Business,0
CLI-0942,Manufactura Avanzada,10,60,Básico,Tarjeta de Crédito,0
CLI-0943,Logística y Distribución,6,5,Básico,PayPal Business,1
CLI-0944,Logística y Distribución,17,14,Premium,Transferencia Bancaria (ACH),0
CLI-0945,Educación / EdTech,15,14,Básico,Tarjeta de Crédito,1
CLI-0946,Fintech & Banca,15,42,Básico,Tarjeta de Crédito,0
CLI-0947,Salud & Pharma,17,22,Básico,Transferencia Bancaria (ACH),1
CLI-0948,Educación / EdTech,8,21,Básico,PayPal Business,0
CLI-0949,Salud & Pharma,15,13,Básico,PayPal Business,0
CLI-0950,Logística y Distribución,19,16,Premium,PayPal Business,0
CLI-0951,Logística y Distribución,10,15,Básico,Tarjeta de Crédito,0
CLI-0952,Retail y Comercio,11,13,Premium,PayPal Business,0
CLI-0953,Logística y Distribución,10,12,Premium,PayPal Business,0
CLI-0954,Educación / EdTech,48,17,Básico,Transferencia Bancaria (ACH),0
CLI-0955,Fintech & Banca,3,29,Premium,Tarjeta de Crédito,0
CLI-0956,Manufactura Avanzada,37,38,Básico,Tarjeta de Crédito,0
CLI-0957,Manufactura Avanzada,7,60,Básico,PayPal Business,0
CLI-0958,Retail y Comercio,15,12,Básico,Transferencia Bancaria (ACH),0
CLI-0959,Logística y Distribución,17,19,Básico,Transferencia Bancaria (ACH),0
CLI-0960,Salud & Pharma,6,9,Premium,PayPal Business,0
CLI-0961,Educación / EdTech,21,10,Básico,Tarjeta de Crédito,0
CLI-0962,Entretenimiento & Medios,3,9,Básico,Tarjeta de Crédito,0
CLI-0963,Entretenimiento & Medios,21,24,Básico,PayPal Business,0
CLI-0964,Logística y Distribución,45,20,Premium,Transferencia Bancaria (ACH),0
CLI-0965,Manufactura Avanzada,25,23,Básico,Transferencia Bancaria (ACH),1
CLI-0966,Logística y Distribución,22,16,Premium,PayPal Business,0
CLI-0967,Salud & Pharma,13,13,Premium,Transferencia Bancaria (ACH),0
CLI-0968,Retail y Comercio,15,11,Básico,PayPal Business,0
CLI-0969,Logística y Distribución,7,19,Premium,PayPal Business,0
CLI-0970,Fintech & Banca,24,36,Básico,Tarjeta de Crédito,0
CLI-0971,Educación / EdTech,16,19,Básico,PayPal Business,0
CLI-0972,Logística y Distribución,11,8,Básico,Tarjeta de Crédito,0
CLI-0973,Retail y Comercio,41,12,Básico,PayPal Business,0
CLI-0974,Logística y Distribución,8,5,Básico,Tarjeta de Crédito,0
CLI-0975,Retail y Comercio,3,19,Básico,Tarjeta de Crédito,0
CLI-0976,Manufactura Avanzada,23,39,Básico,Tarjeta de Crédito,0
CLI-0977,Educación / EdTech,17,10,Básico,Transferencia Bancaria (ACH),0
CLI-0978,Retail y Comercio,4,12,Básico,Tarjeta de Crédito,0
CLI-0979,Manufactura Avanzada,18,41,Premium,Transferencia Bancaria (ACH),0
CLI-0980,Manufactura Avanzada,4,41,Básico,Transferencia Bancaria (ACH),1
CLI-0981,Educación / EdTech,8,15,Básico,Tarjeta de Crédito,0
CLI-0982,Educación / EdTech,9,5,Básico,PayPal Business,1
CLI-0983,Educación / EdTech,27,10,Premium,Transferencia Bancaria (ACH),0
CLI-0984,Salud & Pharma,45,21,Básico,Tarjeta de Crédito,0
CLI-0985,Retail y Comercio,9,19,Premium,PayPal Business,0
CLI-0986,Manufactura Avanzada,4,40,Básico,Transferencia Bancaria (ACH),0
CLI-0987,Retail y Comercio,14,6,Premium,Tarjeta de Crédito,0
CLI-0988,Entretenimiento & Medios,18,15,Premium,Transferencia Bancaria (ACH),0
CLI-0989,Retail y Comercio,30,12,Básico,PayPal Business,0
CLI-0990,Salud & Pharma,5,24,Premium,Tarjeta de Crédito,0
CLI-0991,Educación / EdTech,5,8,Básico,Transferencia Bancaria (ACH),1
CLI-0992,Manufactura Avanzada,5,48,Básico,Transferencia Bancaria (ACH),0
CLI-0993,Educación / EdTech,20,15,Básico,Tarjeta de Crédito,1
CLI-0994,Fintech & Banca,4,60,Básico,Transferencia Bancaria (ACH),0
CLI-0995,Educación / EdTech,5,13,Básico,Tarjeta de Crédito,0
CLI-0996,Retail y Comercio,4,17,Básico,Transferencia Bancaria (ACH),1
CLI-0997,Logística y Distribución,13,6,Básico,Transferencia Bancaria (ACH),0
CLI-0998,Entretenimiento & Medios,9,18,Básico,Transferencia Bancaria (ACH),1
CLI-0999,Logística y Distribución,6,15,Básico,Tarjeta de Crédito,0
CLI-1000,Manufactura Avanzada,10,45,Básico,PayPal Business,0
CLI-1001,Logística y Distribución,13,21,Básico,Tarjeta de Crédito,1
CLI-1002,Manufactura Avanzada,12,52,Básico,Tarjeta de Crédito,0
CLI-1003,Entretenimiento & Medios,31,18,Básico,Transferencia Bancaria (ACH),0
CLI-1004,Logística y Distribución,16,28,Básico,Transferencia Bancaria (ACH),0
CLI-1005,Entretenimiento & Medios,8,17,Básico,Tarjeta de Crédito,0
CLI-1006,Manufactura Avanzada,9,30,Premium,Tarjeta de Crédito,0
CLI-1007,Fintech & Banca,6,7,Básico,PayPal Business,0
CLI-1008,Fintech & Banca,25,43,Básico,Transferencia Bancaria (ACH),0
CLI-1009,Salud & Pharma,12,27,Premium,Tarjeta de Crédito,0
CLI-1010,Salud & Pharma,7,20,Básico,Transferencia Bancaria (ACH),0
CLI-1011,Salud & Pharma,20,22,Premium,Tarjeta de Crédito,0
CLI-1012,Fintech & Banca,28,41,Básico,PayPal Business,0
CLI-1013,Manufactura Avanzada,8,37,Básico,PayPal Business,1
CLI-1014,Logística y Distribución,30,23,Premium,Tarjeta de Crédito,0
CLI-1015,Salud & Pharma,11,13,Premium,Transferencia Bancaria (ACH),0
CLI-1016,Salud & Pharma,35,10,Básico,Transferencia Bancaria (ACH),0
CLI-1017,Salud & Pharma,3,13,Básico,PayPal Business,0
CLI-1018,Fintech & Banca,48,51,Básico,Transferencia Bancaria (ACH),0
CLI-1019,Educación / EdTech,17,13,Premium,Tarjeta de Crédito,0
CLI-1020,Fintech & Banca,10,32,Premium,Transferencia Bancaria (ACH),0
CLI-1021,Retail y Comercio,14,8,Básico,PayPal Business,0
CLI-1022,Salud & Pharma,9,10,Básico,PayPal Business,0
CLI-1023,Retail y Comercio,9,25,Premium,Transferencia Bancaria (ACH),0
CLI-1024,Entretenimiento & Medios,20,13,Básico,Transferencia Bancaria (ACH),0
CLI-1025,Manufactura Avanzada,6,37,Básico,Tarjeta de Crédito,0
CLI-1026,Manufactura Avanzada,25,65,Premium,Tarjeta de Crédito,0
CLI-1027,Manufactura Avanzada,14,56,Premium,Tarjeta de Crédito,0
CLI-1028,Salud & Pharma,25,17,Básico,PayPal Business,0
CLI-1029,Entretenimiento & Medios,5,21,Premium,Transferencia Bancaria (ACH),0
CLI-1030,Logística y Distribución,5,24,Básico,Transferencia Bancaria (ACH),0
CLI-1031,Fintech & Banca,33,44,Premium,PayPal Business,0
CLI-1032,Retail y Comercio,15,16,Premium,PayPal Business,0
CLI-1033,Salud & Pharma,33,26,Básico,Transferencia Bancaria (ACH),1
CLI-1034,Manufactura Avanzada,11,53,Premium,Transferencia Bancaria (ACH),0
CLI-1035,Manufactura Avanzada,7,32,Básico,PayPal Business,0
CLI-1036,Entretenimiento & Medios,6,8,Básico,PayPal Business,0
CLI-1037,Logística y Distribución,36,6,Básico,Transferencia Bancaria (ACH),0
CLI-1038,Entretenimiento & Medios,19,15,Básico,PayPal Business,0
CLI-1039,Logística y Distribución,27,21,Básico,Tarjeta de Crédito,0
CLI-1040,Educación / EdTech,19,18,Básico,PayPal Business,0
CLI-1041,Educación / EdTech,42,6,Básico,PayPal Business,1
CLI-1042,Educación / EdTech,5,21,Premium,PayPal Business,0
CLI-1043,Entretenimiento & Medios,6,5,Premium,Transferencia Bancaria (ACH),0
CLI-1044,Salud & Pharma,26,18,Premium,Tarjeta de Crédito,1
CLI-1045,Retail y Comercio,23,9,Básico,Tarjeta de Crédito,0
CLI-1046,Manufactura Avanzada,3,57,Básico,PayPal Business,0
CLI-1047,Manufactura Avanzada,3,36,Básico,Tarjeta de Crédito,1
CLI-1048,Salud & Pharma,3,17,Premium,Transferencia Bancaria (ACH),0
CLI-1049,Manufactura Avanzada,8,48,Premium,PayPal Business,0
CLI-1050,Retail y Comercio,27,13,Premium,Tarjeta de Crédito,0
CLI-1051,Retail y Comercio,7,10,Básico,Transferencia Bancaria (ACH),0
CLI-1052,Logística y Distribución,48,15,Básico,Tarjeta de Crédito,0
CLI-1053,Educación / EdTech,22,17,Premium,Tarjeta de Crédito,0
CLI-1054,Retail y Comercio,6,16,Básico,Transferencia Bancaria (ACH),0
CLI-1055,Manufactura Avanzada,10,54,Básico,Transferencia Bancaria (ACH),0
CLI-1056,Logística y Distribución,8,11,Premium,Transferencia Bancaria (ACH),0
CLI-1057,Salud & Pharma,6,23,Básico,Transferencia Bancaria (ACH),1
CLI-1058,Logística y Distribución,28,18,Básico,PayPal Business,1
CLI-1059,Entretenimiento & Medios,14,20,Básico,Transferencia Bancaria (ACH),0
CLI-1060,Educación / EdTech,15,16,Premium,Tarjeta de Crédito,0
CLI-1061,Educación / EdTech,22,25,Básico,Tarjeta de Crédito,0
CLI-1062,Manufactura Avanzada,6,34,Básico,Tarjeta de Crédito,0
CLI-1063,Salud & Pharma,39,13,Básico,Transferencia Bancaria (ACH),0
CLI-1064,Salud & Pharma,6,18,Premium,PayPal Business,0
CLI-1065,Educación / EdTech,48,21,Premium,PayPal Business,0
CLI-1066,Logística y Distribución,15,18,Básico,PayPal Business,0
CLI-1067,Fintech & Banca,11,54,Básico,Transferencia Bancaria (ACH),0
CLI-1068,Salud & Pharma,42,22,Básico,Tarjeta de Crédito,0
CLI-1069,Fintech & Banca,12,53,Básico,Transferencia Bancaria (ACH),0
CLI-1070,Entretenimiento & Medios,7,21,Básico,Tarjeta de Crédito,0
CLI-1071,Entretenimiento & Medios,17,7,Premium,PayPal Business,0
CLI-1072,Retail y Comercio,11,17,Premium,Tarjeta de Crédito,0
CLI-1073,Retail y Comercio,28,18,Premium,PayPal Business,0
CLI-1074,Manufactura Avanzada,28,55,Premium,PayPal Business,0
CLI-1075,Salud & Pharma,48,9,Básico,PayPal Business,0
CLI-1076,Logística y Distribución,5,33,Básico,Transferencia Bancaria (ACH),1
CLI-1077,Salud & Pharma,7,15,Básico,PayPal Business,1
CLI-1078,Educación / EdTech,9,19,Básico,PayPal Business,0
CLI-1079,Manufactura Avanzada,3,30,Básico,PayPal Business,1
CLI-1080,Fintech & Banca,32,38,Premium,Transferencia Bancaria (ACH),0
CLI-1081,Retail y Comercio,18,17,Premium,Tarjeta de Crédito,0
CLI-1082,Educación / EdTech,6,12,Premium,Tarjeta de Crédito,0
CLI-1083,Salud & Pharma,7,16,Básico,PayPal Business,1
CLI-1084,Salud & Pharma,29,15,Básico,Transferencia Bancaria (ACH),1
CLI-1085,Educación / EdTech,8,17,Premium,PayPal Business,0
CLI-1086,Educación / EdTech,4,16,Básico,Tarjeta de Crédito,0
CLI-1087,Salud & Pharma,4,11,Básico,Transferencia Bancaria (ACH),1
CLI-1088,Retail y Comercio,7,10,Básico,Transferencia Bancaria (ACH),0
CLI-1089,Entretenimiento & Medios,5,5,Premium,Transferencia Bancaria (ACH),0
CLI-1090,Salud & Pharma,8,12,Básico,Tarjeta de Crédito,1
CLI-1091,Salud & Pharma,6,12,Básico,PayPal Business,0
CLI-1092,Salud & Pharma,18,11,Básico,Transferencia Bancaria (ACH),0
CLI-1093,Salud & Pharma,6,12,Básico,PayPal Business,0
CLI-1094,Salud & Pharma,30,16,Básico,Tarjeta de Crédito,1
CLI-1095,Logística y Distribución,4,5,Básico,Tarjeta de Crédito,1
CLI-1096,Retail y Comercio,25,14,Básico,Tarjeta de Crédito,0
CLI-1097,Fintech & Banca,15,26,Básico,Transferencia Bancaria (ACH),0
